,Unnamed: 0,Unnamed: 0.1,n_genes,percent_mito,n_counts,scale_SLC17A7,scale_MGP,scale_GAD1,scale_NOV,scale_RASGRF2,scale_RORB,scale_CUX2,scale_PLCXD2,scale_SULF2,scale_CTGF,scale_PCP4,scale_SEMA3E,scale_NPY,scale_SST,scale_PVALB,scale_VIP,scale_CALB2,scale_CCK,scale_RELN,scale_FOS,scale_EGR1,scale_PROK2,scale_EGR2,scale_BDNF,scale_GJA1,scale_CTSS,scale_MBP,scale_FLT1,leiden_pca,leiden_scvi,x,y,z
966,966,989,28,0,868697,0.04265349,0.006814209,0.04830547,0.008580288,0.011417044,0.013812006000000002,0.033535622,0.01292249,0.019636068,0.014168653,0.008916318000000001,0.011995601000000002,0.039272762999999995,0.30598083,0.023343528,0.03772708,0.012717685,0.06369116,0.019522153,0.03035238,0.0486029,0.031539854,0.019269241,0.0060767830000000005,0.01915925,0.03148655,0.06295089,0.015549708999999998,10,11,67.314,40.17,3.465
970,970,993,28,0,828670,0.03696291,0.010445234,0.08168419,0.012515968,0.008731230999999999,0.009095552,0.014733272,0.018704075,0.013725286000000001,0.012003285,0.023567367000000002,0.01362727,0.024894034,0.2941714,0.034553416,0.027660637999999998,0.006453677,0.042769916,0.07403185,0.06476396,0.038401693,0.025913456,0.017630288,0.013054878,0.013947753,0.021298025,0.03947533,0.005184076,10,11,68.484,52.88399999999999,3.465
975,975,998,28,0,216654,0.07000506,0.002436367,0.002794208,0.023009274,0.015008178999999998,0.013713923000000001,0.016527232,0.018269676999999998,0.035313454,0.032902326,0.026081677999999997,0.027817857,0.029191097000000003,0.010519303,0.014749416999999999,0.004509507,0.0068680040000000005,0.045012288,0.002399011,0.025275608999999997,0.04519079,0.013260424,0.013354467,0.003512672,0.06855458,0.049254775,0.28095412,0.10351471599999999,8,4,71.76,100.854,3.465
984,984,1007,28,0,646830,0.07768677,0.005073058,0.036848902999999995,0.009375179,0.010290136,0.012132685,0.012242767,0.030460024,0.019767608,0.019972246000000003,0.040874936,0.02295067,0.020491723,0.13841829,0.03601114,0.016756848,0.007191681,0.07882841,0.03893297,0.08357113599999999,0.07124962,0.019807398,0.021811964,0.011977172,0.019271838,0.034961127,0.08642775,0.01661591,10,11,76.752,106.93799999999999,3.15
1010,1010,1034,28,0,833637,0.006572527,0.002129359,0.017958786,0.012811376000000001,0.006580528,0.010787633999999999,0.007386291999999999,0.005230315,0.021958437,0.018525045,0.003196532,0.015539466000000002,0.019388467,0.007974901999999999,0.024924321,0.005574858,0.003063483,0.024883198,0.00158575,0.026211152,0.006121428000000001,0.010058719,0.012661483999999999,0.007306928000000001,0.04898945,0.056141435999999996,0.34686336,0.26957470000000006,5,4,8.97,54.21,2.205
1011,1011,1035,28,0,260280,0.011305246000000001,0.0010042319999999999,0.001077166,0.01567933,0.009416494000000001,0.012658285,0.008693293000000001,0.005728181,0.027946834,0.017863083999999998,0.004354666,0.020653235,0.02198976,0.00135418,0.00658905,0.007432408000000001,0.004445153,0.022585219,0.001645875,0.011745621000000001,0.008719729,0.007838595,0.010389748,0.0026229390000000003,0.030765984,0.059432000000000006,0.38958308,0.27648062,5,4,9.437999999999999,47.58,4.41
1015,1015,1039,28,0,597221,0.006110748,0.001055766,0.001570311,0.023227004,0.0063149669999999995,0.007223037,0.003045195,0.002393208,0.022633152,0.012488556999999999,0.002161021,0.013708238999999999,0.016858544,0.000924838,0.006338012,0.002018588,0.003266067,0.014910932,0.0014089489999999998,0.009250776,0.0066197980000000005,0.008008296,0.011522668,0.00247209,0.034727387,0.06503479,0.41714153,0.29756546,5,4,10.686,56.238,4.725
1021,1021,1045,28,0,382502,0.012396775,0.001442549,0.001561637,0.001965547,0.011564298999999998,0.008500531,0.0032770359999999997,0.0035328770000000002,0.028377628,0.012883833,0.004610089,0.008576699,0.022390226000000003,0.001888964,0.009021906,0.005314651,0.005216711,0.019433996000000002,0.0016700839999999998,0.008259293000000001,0.009570643,0.008823415,0.009988958000000001,0.0022107439999999997,0.051762573,0.064900495,0.44800887,0.23284899999999997,5,4,11.777999999999999,34.788000000000004,4.095
1022,1022,1046,28,0,783281,0.012382487,0.002059483,0.012223113,0.005152715,0.006731602,0.009879004,0.006394461999999999,0.004627525,0.022802511,0.01812667,0.0055077369999999995,0.02448542,0.021585662000000002,0.0039844120000000005,0.013883043999999999,0.009240454,0.004024004,0.029837693999999998,0.009003939,0.009175928,0.007642647,0.00930986,0.010581812,0.002432123,0.022956012,0.060810708,0.38678779999999996,0.26837116,5,4,12.324000000000002,63.102,1.89
1024,1024,1048,28,0,409633,0.008369429,0.001292734,0.001788909,0.004026781,0.00992704,0.010135296,0.004025682,0.0034862340000000004,0.02465713,0.01414275,0.003266518,0.012807701999999999,0.020474544,0.002464992,0.010466405,0.0036951709999999997,0.004237413,0.020907637,0.009602625,0.003726037,0.00642136,0.005486098000000001,0.004945374000000001,0.00115129,0.04129953,0.06501625,0.42824358,0.2739355,5,4,12.48,54.522,3.78
